date,PM10,NO2,O3
2015-06-27,14.11,8.80782608695652,87.35666666666667
2015-06-28,8.3,5.94125,84.62958333333333
2015-06-29,12.31,11.165416666666667,87.70666666666666
2015-06-30,18.81,12.71608695652174,103.15083333333332
2015-07-01,21.99,12.600416666666668,110.29291666666667
2015-07-02,26.14,12.477083333333333,122.98916666666666
2015-07-03,27.8,15.510000000000002,110.94125000000001
2015-07-04,21.58,9.033333333333333,107.93583333333333
2015-07-05,24.070000000000004,8.06625,107.8525
2015-07-06,31.81,11.685217391304347,124.98
2015-07-07,38.73,14.07875,108.09291666666667
2015-07-08,14.800000000000002,6.570833333333333,76.44458333333334
2015-07-09,11.76,8.507391304347825,80.93791666666667
2015-07-10,14.11,11.9825,103.65708333333333
2015-07-11,19.92,8.595416666666667,107.96
2015-07-12,16.6,7.5926086956521734,101.55416666666667
2015-07-13,18.53,10.934583333333334,92.54875
2015-07-14,22.820000000000004,15.07625,81.46249999999999
2015-07-15,23.100000000000005,15.684347826086958,99.14708333333333
2015-07-16,23.37,15.501249999999999,109.44833333333334
2015-07-17,30.98,14.277499999999998,109.73583333333333
2015-07-18,20.33,15.726086956521739,93.82083333333334
2015-07-19,17.43,11.496249999999998,93.08583333333333
2015-07-20,12.17,10.488333333333333,81.3125
2015-07-21,14.38,10.541304347826086,86.15958333333333
2015-07-22,13.14,9.807083333333333,102.80541666666666
2015-07-23,10.1,8.847826086956522,82.85291666666667
2015-07-24,16.46,11.890833333333333,89.60125
2015-07-25,6.919999999999999,4.940416666666667,84.35166666666667
2015-07-26,7.47,8.180000000000001,74.81041666666667
2015-07-27,7.88,7.798749999999999,68.72083333333333
2015-07-28,8.85,6.37875,82.99249999999999
2015-07-29,8.85,9.541739130434783,62.08083333333334
2015-07-30,8.44,8.050416666666667,82.21375
2015-07-31,10.65,9.237499999999999,86.99416666666667
2015-08-01,12.31,10.911304347826087,67.57208333333334
2015-08-02,10.1,7.052499999999999,65.22375
2015-08-03,13.42,13.258333333333333,78.73583333333333
2015-08-04,17.43,14.185,75.99695652173914
2015-08-05,18.12,10.000833333333334,86.37541666666665
2015-08-06,25.73,16.485833333333336,88.73208333333334
